127.0.0.1 - - [06/Dec/2021:18:35:13 -0300] "GET / HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:35:50 -0300] "GET /ProjetoIndividual/rest/categoria/buscarPorNome?valorBusca= HTTP/1.1" 200 103
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:35:55 -0300] "GET /ProjetoIndividual/pages/gerente/funcionario/index.html HTTP/1.1" 200 5043
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:35:55 -0300] "GET /ProjetoIndividual/js/gerente/funcionario.js HTTP/1.1" 200 7990
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:35:55 -0300] "GET /ProjetoIndividual/rest/funcionario/buscar?valorBusca= HTTP/1.1" 200 285
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:38:35 -0300] "GET /ProjetoIndividual/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:38:35 -0300] "GET /ProjetoIndividual/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5873
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:38:35 -0300] "GET /ProjetoIndividual/css/images/ui-icons_ef8c08_256x240.png HTTP/1.1" 200 4618
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:38:35 -0300] "GET /ProjetoIndividual/css/images/ui-bg_glass_100_f6f6f6_1x400.png HTTP/1.1" 200 324
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:38:35 -0300] "GET /ProjetoIndividual/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7025
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:38:35 -0300] "GET /ProjetoIndividual/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:38:35 -0300] "GET /ProjetoIndividual/css/images/ui-bg_glass_100_fdf5ce_1x400.png HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:38:36 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=26 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:38:36 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:42:46 -0300] "GET /ProjetoIndividual/css/images/ui-bg_glass_65_ffffff_1x400.png HTTP/1.1" 200 265
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:42:47 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:42:48 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:42:48 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 477
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 477
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 477
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 477
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:21 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 477
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:24 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=26 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:43:24 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:08 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=26 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:08 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:14 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=26 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:14 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:16 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=25 HTTP/1.1" 200 117
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:16 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:19 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=16 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:19 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:27 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=16 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:27 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:33 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=25 HTTP/1.1" 200 117
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:33 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:35 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=16 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:35 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:39 -0300] "DELETE /ProjetoIndividual/rest/livro/excluir/25 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:39 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 317
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:40 -0300] "DELETE /ProjetoIndividual/rest/livro/excluir/26 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:40 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:56 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:56 -0300] "POST /ProjetoIndividual/rest/livro/inserir HTTP/1.1" 200 50
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:45:57 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 320
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:02 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:03 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:06 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=16 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:06 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:11 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:11 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:12 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:12 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:13 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:13 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:14 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:14 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:15 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:15 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:16 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:16 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:16 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:16 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:17 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=16 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:17 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:18 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=16 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:18 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:19 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=16 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:19 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:32 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 320
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:32 -0300] "POST /ProjetoIndividual/rest/livro/inserir HTTP/1.1" 200 50
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:32 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 477
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:34 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=16 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:34 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:49 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:49 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:52 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:52 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:52 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 477
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:54 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:46:54 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:09 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=29 HTTP/1.1" 200 112
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:09 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:14 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=16 HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:14 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:16 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=29 HTTP/1.1" 200 112
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:16 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:22 -0300] "DELETE /ProjetoIndividual/rest/livro/excluir/16 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:22 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:23 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:23 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:24 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=29 HTTP/1.1" 200 112
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:24 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:29 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:47:29 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:48:01 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:48:01 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:34 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:34 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:34 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:34 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:34 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:34 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:35 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:37 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:49:37 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:14 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:14 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:14 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:14 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:14 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:15 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:15 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:15 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:15 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:15 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:15 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:15 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:16 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:16 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:19 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:19 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:19 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:18:52:20 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
